idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
11629,5af749db18e4261b6296d66d,Visalia,949,7-8,4,36.34569,-119.26095,5,(559) 730-7681,Valley Oak Middle School,public,www.vusd.org
11630,5af749db18e4261b6296d66e,Visalia,NA,K-8,NA,36.457687,-119.286545,5,(559) 734-3344,Valley View,private,
11631,5af749db18e4261b6296d66f,Visalia,604,K-6,3,36.32099,-119.33782,3,(559) 730-7793,Veva Blunt Elementary School,public,www.vusd.org
11632,5af749db18e4261b6296d670,Visalia,555,7-12,NA,36.3336,-119.30129,5,(559) 735-8055,Visalia Charter Independent Study,charter,www.vusd.org
11633,5af749db18e4261b6296d671,Visalia,257,9-12,NA,36.31044,-119.34181,5,(559) 622-3212,Visalia Technical Early College,charter,http://www.vusd.org/VTEC.cfm
11634,5af749db18e4261b6296d672,Visalia,315,K-6,2,36.32465,-119.28985,4,(559) 730-7795,Washington Elementary School,public,www.vusd.org
11635,5af749db18e4261b6296d673,Visalia,658,PK-8,4,36.33137,-119.34964,4,(559) 730-7798,Willow Glen Elementary School,public,www.vusd.org
11636,5af749db18e4261b6296d674,Chula Vista,NA,K-2,NA,32.650494,-117.06877,4,(619) 476-1905,Ahmad Lashad Christian School,private,
11637,5af749db18e4261b6296d675,Chula Vista,40,7-12,2,32.618195,-117.02489,5,(619) 216-5160,Alta Vista Academy,public,http://www.cde.ca.gov/re/sd/details.asp?cds=37684113731460&Public=Y
11638,5af749db18e4261b6296d676,Vista,180,9-12,NA,33.22247,-117.21963,4,(760) 724-3775,Alta Vista High (Continuation) School,public,www.avhs.vistausd.org
11639,5af749db18e4261b6296d677,Chula Vista,1037,K-8,10,32.65903,-116.96821,4,(619) 656-9676,Arroyo Vista Charter School,charter,www.cvesd.org/arroyovista
11640,5af749db18e4261b6296d678,Chula Vista,NA,K-12,NA,32.7113,-116.9831,5,(619) 422-1440,Bay View Christian Academy,private,
11641,5af749db18e4261b6296d679,Vista,510,K-5,3,33.198044,-117.22485,4,(760) 726-4040,Beaumont Elementary School,public,www.be.vistausd.org
11642,5af749db18e4261b6296d67a,Vista,536,K-8,5,33.18956,-117.27852,3,(760) 621-8948,Bella Mente Montessori Academy,charter,http://www.bellamentecharter.org/
11643,5af749db18e4261b6296d67b,Bella Vista,355,K-8,5,40.6392,-122.2326,4,(530) 549-4415,Bella Vista Elementary School,public,www.bveagles.com
11644,5af749db18e4261b6296d67c,Chula Vista,NA,K-12,NA,32.652412,-116.96559,3,(619) 421-4151,Berean Bible Baptist Academy,private,
11645,5af749db18e4261b6296d67d,Chula Vista,24,PK-12,NA,32.650944,-116.96237,3,(619) 243-6549,Berean Bible Baptist Academy,private,
11646,5af749db18e4261b6296d67e,Vista,NA,K,NA,33.167812,-117.24557,3,(760) 542-8733,Big Tree Little Preschool Kindergarten,private,
11647,5af749db18e4261b6296d67f,Vista,671,K-5,3,33.22111,-117.24761,3,(760) 724-8501,Bobier Elementary School,public,www.bo.vistausd.org
11648,5af749db18e4261b6296d680,Chula Vista,111,PK-6,NA,32.649864,-117.00533,5,(619) 656-0141,Bonita Country Day School,private,http://www.bonitacountryday.org
11649,5af749db18e4261b6296d681,Chula Vista,NA,K,NA,32.65007,-117.05162,5,(619) 422-1777,Bonita Learning Academy,private,http://www.bonitalearningacademy.com/
11650,5af749db18e4261b6296d682,Chula Vista,237,K-6,NA,32.6481,-117.0653,4,(619) 422-5850,Bonita Road Christian School,private,
11651,5af749db18e4261b6296d683,Chula Vista,1209,7-8,8,32.648605,-117.00526,3,(619) 397-2200,Bonita Vista Middle School,public,www.sweetwaterschools.org/
11652,5af749db18e4261b6296d684,Chula Vista,2487,9-12,8,32.64605,-117.0011,3,(619) 397-2000,Bonita Vista Senior High School,public,www.sweetwaterschools.org/
11653,5af749db18e4261b6296d685,Chula Vista,NA,9-12,NA,32.615177,-117.07722,4,(619) 585-7800,Bounce Back Independent Study High,public,http://www.suhsd.k12.ca.us
11654,5af749db18e4261b6296d686,Vista,842,K-5,7,33.213947,-117.2559,4,(760) 945-2373,Breeze Hill Elementary School,public,www.bh.vistausd.org
11655,5af749db18e4261b6296d687,Vista,17,K-8,NA,33.20748,-117.24664,5,(760) 630-4870,California Avenue Elementary School,public,www.ca.vistausd.org
11656,5af749db18e4261b6296d688,Chula Vista,473,PK-12,NA,32.63236,-116.98477,4,(619) 591-2260,Calvary Christian Academy,private,http://www.ccaknights.com
11657,5af749db18e4261b6296d689,Chula Vista,465,PK-12,NA,32.632347,-116.98393,1,(619) 591-2260,Calvary Christian Junior/Senior High School,private,www.ccaknights.com
11658,5af749db18e4261b6296d68a,Vista,NA,K-12,NA,33.21028,-117.23261,4,(760) 724-4590,Calvary Christian School,private,
11659,5af749db18e4261b6296d68b,Vista,NA,K-12,NA,33.21028,-117.23261,4,(760) 994-0351,Calvary Christian School Private School Satellite Program,private,
11660,5af749db18e4261b6296d68c,Chula Vista,1045,K-6,8,32.62293,-116.957985,4,(619) 591-5500,Camarena (Enrique S.) Elementary,public,http://schools.cvesd.org/schools/camarena/
11661,5af749db18e4261b6296d68d,Chula Vista,560,K-6,9,32.63047,-117.00916,4,(619) 421-7555,Casillas (Joseph) Elementary School,public,http://schools.cvesd.org/schools/casillas/
11662,5af749db18e4261b6296d68e,Vista,577,K-5,7,33.19137,-117.28462,4,(760) 724-8442,Casita Center For Science/Math/Technology,public,www.cas.vistausd.org
11663,5af749db18e4261b6296d68f,Chula Vista,411,K-6,6,32.615078,-117.05727,2,(619) 422-5301,Castle Park Elementary School,public,http://schools.cvesd.org/schools/castlepark/
11664,5af749db18e4261b6296d690,Chula Vista,879,7-8,5,32.604954,-117.05938,4,(619) 691-5490,Castle Park Middle School,public,http://www.shusd.k12.ca.us/cpm//
11665,5af749db18e4261b6296d691,Chula Vista,1474,9-12,5,32.60698,-117.05288,4,(619) 585-2000,Castle Park Senior High School,public,http://www.suhsd.k12.ca.us/cph/
11666,5af749db18e4261b6296d692,Vista,10,K-8,NA,33.1833,-117.274,4,(760) 216-2404,Cedar Ark Academy,private,http://www.cedararkacademy.net
11667,5af749db18e4261b6296d693,Vista,NA,K-2,NA,33.197,-117.2553,5,(760) 724-5600,Children's Paradise Academy,private,
11668,5af749db18e4261b6296d694,Vista,NA,K-3,NA,33.20942,-117.23015,5,(760) 941-7578,Children's Paradise Inc.,private,
11669,5af749db18e4261b6296d695,Chula Vista,NA,K-7,NA,32.615746,-117.08008,5,(619) 425-0132,Chula Vista Christian Elementary School,private,
11670,5af749db18e4261b6296d696,Chula Vista,526,K-6,8,32.63627,-117.00244,4,(619) 482-7066,Chula Vista Hills Elementary School,public,http://schools.cvesd.org/schools/chulavistahills/
11671,5af749db18e4261b6296d697,Chula Vista,1325,K-12,7,32.620712,-117.08496,4,(619) 426-2885,Chula Vista Learning Community Charter School,charter,http://schools.cvesd.org/schools/cvlcc/
11672,5af749db18e4261b6296d698,Chula Vista,1051,7-8,4,32.634666,-117.08556,4,(619) 498-6800,Chula Vista Middle School,public,
11673,5af749db18e4261b6296d699,Chula Vista,2679,9-12,5,32.622032,-117.07693,4,(619) 476-5824,Chula Vista Senior High School,public,http://www.suhsd.k12.ca.us/cvh/
11674,5af749db18e4261b6296d69a,Chula Vista,500,K-6,9,32.644775,-117.04507,4,(619) 498-3000,Clear View,public,http://schools.cvesd.org/schools/clearview/
11675,5af749db18e4261b6296d69b,Chula Vista,355,K-6,7,32.625923,-117.05623,4,(619) 422-8381,Cook (Hazel Goes) Elementary School,public,http://schools.cvesd.org/schools/cook/
11676,5af749db18e4261b6296d69c,Chula Vista,NA,K-12,NA,32.62342,-117.036316,4,(619) 421-8822,Covenant Christian,private,
11677,5af749db18e4261b6296d69d,Rio Vista,409,K-5,4,38.16512,-121.69333,3,(707) 374-5335,D. H. White Elementary School,public,www.dhwhite.riverdelta.org
11678,5af749db18e4261b6296d69e,Chula Vista,28,PK-8,NA,32.635063,-117.08833,3,(619) 427-5626,Davila Day School,public,
11679,5af749db18e4261b6296d69f,Chula Vista,889,K-8,9,32.641937,-117.01761,4,(619) 656-0797,Discovery Charter School,charter,http://schools.cvesd.org/schools/discovery/
11680,5af749db18e4261b6296d6a0,Chula Vista,82,7-12,NA,32.6101,-117.0768,5,(619) 656-2490,East Hills Academy,public,www.sweetwaterschools.org/
11681,5af749db18e4261b6296d6a1,Chula Vista,561,K-6,9,32.657513,-116.98517,4,(619) 421-4798,Eastlake Elementary School,public,http://schools.cvesd.org/schools/eastlake/
11682,5af749db18e4261b6296d6a2,Chula Vista,3079,9-12,9,32.64644,-116.96519,3,(619) 397-3800,Eastlake High School,public,http://www.suhsd.k12.ca.us/elh/
11683,5af749db18e4261b6296d6a3,Chula Vista,1711,7-8,8,32.655613,-116.94817,4,(619) 591-4000,Eastlake Middle School,public,www.sweetwaterschools.org
11684,5af749db18e4261b6296d6a4,Vista,20,K-8,NA,33.22053,-117.23396,4,(760) 724-7700,Faith Lutheran School,private,http://www.faithvista.org
11685,5af749db18e4261b6296d6a5,Chula Vista,1157,K-8,7,32.64225,-117.09688,3,(619) 422-8397,Feaster (Mae L.) Charter School,charter,http://schools.cvesd.org/schools/feaster/
11686,5af749db18e4261b6296d6a6,Vista,748,K-5,3,33.218212,-117.22183,3,(760) 631-3458,Foothill Oak Elementary School,public,www.fho.vistausd.org
11687,5af749db18e4261b6296d6a7,Vista,634,K-5,4,33.19983,-117.2737,4,(760) 724-8329,Grapevine Elementary School,public,www.gv.vistausd.org
11688,5af749db18e4261b6296d6a8,Vista,NA,K-1,NA,33.22821,-117.232155,4,(760) 945-9222,Growing Tree Academy,private,http://www.growingtreeacademy.net/
11689,5af749db18e4261b6296d6a9,Vista,93,K-12,NA,33.230576,-117.25015,4,(760) 631-8500,Guajome Learning Center,charter,
11690,5af749db18e4261b6296d6aa,Vista,1275,K-12,6,33.23015,-117.2488,3,(760) 631-8500,Guajome Park Academy Charter,charter,www.guajome.net
11691,5af749db18e4261b6296d6ab,Chula Vista,516,K-6,7,32.634365,-117.04331,4,(619) 421-0771,Halecrest Elementary School,public,http://schools.cvesd.org/schools/halecrest/
11692,5af749db18e4261b6296d6ac,Vista,665,K-5,5,33.177444,-117.21713,4,(760) 631-6248,Hannalei Elementary School,public,www.han.vistausd.org
11693,5af749db18e4261b6296d6ad,Chula Vista,680,K-6,5,32.60909,-117.08552,4,(619) 422-8369,Harborside Elementary School,public,http://schools.cvesd.org/schools/harborside/
11694,5af749db18e4261b6296d6ae,Chula Vista,1097,K-6,8,32.61777,-117.01408,4,(619) 397-5828,Hedenkamp (Anne And William) Elementary School,public,http://schools.cvesd.org/schools/hedenkamp/
11695,5af749db18e4261b6296d6af,Chula Vista,906,K-6,8,32.626217,-116.99527,4,(619) 421-7080,Heritage Elementary School,public,http://schools.cvesd.org/schools/heritage/
11696,5af749db18e4261b6296d6b0,Chula Vista,409,K-5,4,32.616646,-116.95317,3,(619) 243-5014,High Tech Elementary Chula Vista School,charter,www.hightechhigh.org
11697,5af749db18e4261b6296d6b1,Chula Vista,626,9-12,7,32.620693,-116.95979,4,(619) 243-5014,High Tech High Chula Vista School,charter,www.hightechhigh.org
11698,5af749db18e4261b6296d6b2,Chula Vista,319,6-8,5,32.616646,-116.95317,3,(619) 243-5014,High Tech Middle Chula Vista School,charter,www.hightechhigh.org
11699,5af749db18e4261b6296d6b3,Chula Vista,NA,1-12,NA,32.634518,-117.089355,3,(619) 628-9086,Highland Institute,private,
11700,5af749db18e4261b6296d6b4,Chula Vista,574,K-6,8,32.632233,-117.06416,4,(619) 422-8323,Hilltop Drive Elementary School,public,http://schools.cvesd.org/schools/hilltop/
11701,5af749db18e4261b6296d6b5,Chula Vista,1132,7-8,4,32.630207,-117.06401,4,(619) 498-2700,Hilltop Middle School,public,www.sweetwaterschools.org/
11702,5af749db18e4261b6296d6b6,Chula Vista,2174,9-12,6,32.63684,-117.05993,4,(619) 476-4200,Hilltop Senior High School,public,www.sweetwaterschools.org
11703,5af749db18e4261b6296d6b7,Chula Vista,225,K-8,6,32.641094,-117.095436,5,(619) 934-0300,Howard Gardner Community Charter,charter,
11704,5af749db18e4261b6296d6b8,Meadow Vista,163,K-8,NA,38.99657,-121.02352,5,(530) 886-5800,Ilearn Academy,public,
11705,5af749db18e4261b6296d6b9,Vista,811,K-5,7,33.155502,-117.21076,4,(760) 290-2888,Joli Ann Leichtag Elementary School,public,www.smusd.org
11706,5af749db18e4261b6296d6ba,Chula Vista,306,K-6,3,32.619694,-117.04805,4,(619) 420-4151,Kellogg (Karl H.) Elementary School,public,http://schools.cvesd.org/schools/kellogg/
11707,5af749db18e4261b6296d6bb,Vista,NA,PK-4,NA,33.165,-117.22023,5,,La Petite Academy,private,
11708,5af749db18e4261b6296d6bc,Chula Vista,777,K-6,6,32.62009,-117.07559,3,(619) 422-1127,Lauderbach (J. Calvin) Elementary School,public,http://schools.cvesd.org/schools/lauderbach/
11709,5af749db18e4261b6296d6bd,Vista,NA,K,NA,33.22812,-117.23217,3,(760) 945-9222,Learning Village,private,
11710,5af749db18e4261b6296d6be,Chula Vista,308,K-6,4,32.62028,-117.04771,4,(619) 420-0066,Leonardo Da Vinci Health Sciences Charter School,charter,www.davincicharter.org
11711,5af749db18e4261b6296d6bf,Chula Vista,737,K-6,9,32.66521,-116.97761,4,(619) 397-5225,Liberty Elementary School,public,http://schools.cvesd.org/schools/liberty/
11712,5af749db18e4261b6296d6c0,Meadow Vista,182,PK-8,NA,39.012424,-120.99285,4,(530) 878-8720,Live Oak Waldorf School,private,http://www.liveoakwaldorf.org/
11713,5af749db18e4261b6296d6c1,Chula Vista,563,K-6,8,32.601124,-117.04886,4,(619) 420-3940,Loma Verde Elementary School,public,http://schools.cvesd.org/schools/lomaverde/
11714,5af749db18e4261b6296d6c2,Chula Vista,NA,9-12,NA,32.64158,-117.00669,4,(619) 262-4444,Lutheran High School Of San Diego,private,www.victorysouthbay.org
11715,5af749db18e4261b6296d6c3,Chula Vista,305,9-12,NA,32.604523,-117.06463,5,(619) 476-0749,Maac Community Charter School,charter,www.maacproject.org
11716,5af749db18e4261b6296d6c4,Vista,192,10-12,NA,33.198425,-117.2548,5,(760) 631-2502,Major General Raymond Murray High School,public,www.mgm.vistausd.org
11717,5af749db18e4261b6296d6c5,Chula Vista,720,K-6,9,32.65903,-116.96821,4,(619) 656-6262,Marshall (Thurgood) Elementary School,public,http://schools.cvesd.org/schools/marshall/
11718,5af749db18e4261b6296d6c6,Vista,604,K-5,2,33.214878,-117.259796,3,(760) 631-6675,Maryland Elementary School,public,www.me.vistausd.org
11719,5af749db18e4261b6296d6c7,Chula Vista,NA,9-12,NA,32.62046,-116.97633,4,(619) 423-2121,Mater Dei Catholic High School,private,https://materdeicatholic.org/
11720,5af749db18e4261b6296d6c8,Chula Vista,702,9-12,NA,32.62046,-116.97633,4,(619) 423-2121,Mater Dei Catholic High School,private,https://materdeicatholic.org/
11721,5af749db18e4261b6296d6c9,Chula Vista,882,K-6,8,32.631794,-116.98533,4,(619) 425-9600,McMillin (Corky) Elementary School,public,http://schools.cvesd.org/schools/mcmillin/
11722,5af749db18e4261b6296d6ca,Vista,56,PK-5,NA,33.174892,-117.21465,5,(760) 941-1590,Memorial Christian,private,http://www.christianmontessori.com
11723,5af749db18e4261b6296d6cb,Vista,616,K-5,6,33.190292,-117.21211,4,(760) 726-0410,Monte Vista Elementary School,public,www.mv.vistausd.org
11724,5af749db18e4261b6296d6cc,Chula Vista,NA,K-5,NA,32.633957,-117.05165,4,(619) 425-3300,Montessori Explorer,private,http://montessoriexplorer.org/
11725,5af749db18e4261b6296d6cd,Chula Vista,76,PK-3,NA,32.633957,-117.05165,5,(619) 425-3300,Montessori Explorer Elementary,private,
11726,5af749db18e4261b6296d6ce,Chula Vista,366,K-6,6,32.597893,-117.06902,4,(619) 422-6131,Montgomery (John J.) Elementary School,public,http://schools.cvesd.org/schools/montgomery/
11727,5af749db18e4261b6296d6cf,Chula Vista,1173,K-10,7,32.6262,-117.09284,4,(619) 422-6192,Mueller Charter (Robert L.) School,charter,http://schools.cvesd.org/schools/mueller/
11728,5af749db18e4261b6296d6d0,Vista,762,K-12,NA,32.856747,-116.92582,5,(760) 631-5842,National University Academy,charter,www.nu.edu
11729,5af749db18e4261b6296d6d1,Vista,77,K-12,NA,33.173,-117.21998,5,(559) 696-1490,"National University Academy, Armona",charter,http://nua.nusystem.org
11730,5af749db18e4261b6296d6d2,Chula Vista,310,9-12,NA,32.62341,-117.09501,2,(866) 366-8847,National University Virtual High School,private,http://www.nuvhs.org
11731,5af749db18e4261b6296d6d3,Vista,NA,6-12,NA,33.21191,-117.24724,3,(760) 630-4035,New Haven Nonpublic School,private,
11732,5af749db18e4261b6296d6d4,Vista,152,9-12,2,33.147053,-117.23227,5,(760) 598-0782,North County Trade Tech High School,charter,www.tradetechhigh.org
11733,5af749db18e4261b6296d6d5,Vista,NA,K-8,NA,33.226185,-117.22217,4,(760) 726-5360,North Star Academy Of Independent Learning & Fine,public,http://www.vusd.k12.ca.us
11734,5af749db18e4261b6296d6d6,Vista,394,K-5,2,33.204655,-117.25872,3,(760) 724-7129,Olive Elementary School,public,www.ol.vistausd.org
11735,5af749db18e4261b6296d6d7,Chula Vista,2367,9-12,9,32.60215,-116.96889,4,(619) 656-2400,Olympian High School,public,www.sweetwaterschools.org
11736,5af749db18e4261b6296d6d8,Chula Vista,833,K-6,9,32.635735,-116.96339,4,(619) 656-2030,Olympic View Elementary School,public,http://schools.cvesd.org/schools/olympicview/
11737,5af749db18e4261b6296d6d9,Chula Vista,226,7-12,2,32.615284,-117.07697,4,(619) 796-7320,Options Secondary School,public,http://oss.sweetwaterschools.org/
11738,5af749db18e4261b6296d6da,Chula Vista,NA,K-12,NA,32.597622,-117.06274,5,(619) 691-8909,Otay Christian Academy,private,
11739,5af749db18e4261b6296d6db,Chula Vista,582,K-6,7,32.595802,-117.05807,4,(619) 425-4311,Otay Elementary School,public,http://schools.cvesd.org/schools/otay/
11740,5af749db18e4261b6296d6dc,Chula Vista,2640,9-12,8,32.614506,-116.99241,4,(619) 591-5000,Otay Ranch Senior High School,public,www.sweetwaterschools.org
11741,5af749db18e4261b6296d6dd,Chula Vista,389,K-6,6,32.613796,-117.04283,4,(619) 420-0134,Palomar Elementary School,public,http://schools.cvesd.org/schools/palomar/
11742,5af749db18e4261b6296d6de,Vista,NA,9-12,NA,33.222954,-117.21964,4,(760) 724-4785,Palomar High Independent Study,public,http://www.vusd.k12.ca.us
11743,5af749db18e4261b6296d6df,Chula Vista,350,7-12,NA,32.604744,-117.07385,5,(619) 407-4800,Palomar High School,public,www.sweetwaterschools.org
11744,5af749db18e4261b6296d6e0,Chula Vista,390,K-6,9,32.61296,-117.03114,4,(619) 421-5483,Parkview Elementary School,public,http://schools.cvesd.org/schools/parkview/
11745,5af749db18e4261b6296d6e1,Chula Vista,121,PK-8,NA,32.642506,-117.08921,5,(619) 420-6233,Pilgrim Lutheran School,private,Www.pilgrimcv.org
11746,5af749db18e4261b6296d6e2,Vista,2532,9-12,7,33.163372,-117.24713,4,(760) 727-7284,Rancho Buena Vista High School,public,www.rbv.vistausd.org
11747,5af749db18e4261b6296d6e3,Chula Vista,1628,7-8,8,32.63089,-117.00766,3,(619) 397-2500,Rancho Del Rey Middle School,public,www.sweetwaterschools.org
11748,5af749db18e4261b6296d6e4,Vista,835,6-8,1,33.20477,-117.20518,3,(760) 631-4500,Rancho Minerva Middle School,public,www.rmms.vistausd.org
11749,5af749db18e4261b6296d6e5,Chula Vista,636,K-6,6,32.619125,-117.07572,3,(619) 420-7071,Rice (Lilian J.) Elementary School,public,http://schools.cvesd.org/schools/rice/
11750,5af749db18e4261b6296d6e6,Rio Vista,365,9-12,7,38.154167,-121.69656,3,(707) 374-6336,Rio Vista High School,public,www.riovista.riverdelta.org
11751,5af749db18e4261b6296d6e7,Rio Vista,15,K-12,NA,38.15728,-121.69497,5,(707) 374-1719,River Delta High/Elementary (Alternative) School,public,
11752,5af749db18e4261b6296d6e8,Rio Vista,289,6-8,3,38.152153,-121.69471,3,(707) 374-2345,Riverview Middle School,public,www.riverview.riverdelta.org
11753,5af749db18e4261b6296d6e9,Chula Vista,472,K-6,6,32.611546,-117.07793,4,(619) 656-2082,Rogers (Greg) Elementary School,public,http://schools.cvesd.org/schools/rogers/
11754,5af749db18e4261b6296d6ea,Chula Vista,373,K-6,6,32.602463,-117.04052,3,(619) 420-5533,Rohr (Fred H.) Elementary School,public,http://schools.cvesd.org/schools/rohr/
11755,5af749db18e4261b6296d6eb,Chula Vista,573,K-6,7,32.64976,-117.07337,4,(619) 422-8329,Rosebank Elementary School,public,http://schools.cvesd.org/schools/rosebank/
11756,5af749db18e4261b6296d6ec,Chula Vista,300,PK-8,NA,32.62737,-117.065575,4,(619) 422-4141,Saint John's Episcopal School,private,www.saint-johnsschool.org
11757,5af749db18e4261b6296d6ed,Chula Vista,978,K-6,9,32.649025,-116.94929,4,(619) 397-5494,Salt Creek Elementary School,public,http://schools.cvesd.org/schools/saltcreek/
11758,5af749db18e4261b6296d6ee,Vista,NA,1-12,NA,33.2558,-117.2091,4,(760) 639-5464,Shepherd's Heart E. E. P.,private,http://brobergweb.com/vhss/school
